"","elements_number","y_component_number","vector_length","temporary_size","load_overlap","threads_number","lws_y","time_per_pixel","row_number","measurement_order","experiment_id","slowdown","method"
"913",6,6,1,2,2,256,1,1.17919974204394e-10,17258,93,913,1.01217714049192,"GPR_dampening"
"914",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,65,914,1.0761594320093,"GPR_dampening"
"915",6,6,1,2,1,1024,8,1.17642516833282e-10,19494,102,915,1.00979555916616,"GPR_dampening"
"916",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,42,916,1.0761594320093,"GPR_dampening"
"917",6,6,1,4,2,1024,1,1.29667282018423e-10,19245,65,917,1.1130112571198,"GPR_dampening"
"918",6,6,1,2,1,1024,8,1.17642516833282e-10,19494,84,918,1.00979555916616,"GPR_dampening"
"919",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,103,919,1.0761594320093,"GPR_dampening"
"920",6,6,1,2,2,256,1,1.17919974204394e-10,17258,94,920,1.01217714049192,"GPR_dampening"
"921",6,6,1,2,1,1024,16,1.19644084929894e-10,12727,84,921,1.02697620634826,"GPR_dampening"
"922",6,6,1,4,1,1024,2,1.18717485534039e-10,15493,1,922,1.01902265366809,"GPR_dampening"
"923",6,6,1,2,1,1024,8,1.17642516833282e-10,19494,87,923,1.00979555916616,"GPR_dampening"
"924",6,6,1,4,2,1024,16,1.22014273387987e-10,18743,85,924,1.04732094092038,"GPR_dampening"
"925",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,117,925,1.07835653189674,"GPR_dampening"
"926",6,6,1,4,1,256,1,1.19886821794317e-10,8697,48,926,1.02905976095368,"GPR_dampening"
"927",6,6,1,4,2,1024,16,1.22014273387987e-10,18743,51,927,1.04732094092038,"GPR_dampening"
"928",6,6,1,2,2,1024,8,1.18235071768955e-10,9305,95,928,1.01488180994275,"GPR_dampening"
"929",6,6,1,2,2,128,1,1.18258966570151e-10,16588,71,929,1.01508691320631,"GPR_dampening"
"930",6,6,1,2,2,256,1,1.17919974204394e-10,17258,34,930,1.01217714049192,"GPR_dampening"
"931",5,5,1,4,2,256,8,1.22538344930662e-10,13494,20,931,1.05181935808046,"GPR_dampening"
"932",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,49,932,1.0761594320093,"GPR_dampening"
"933",6,6,1,2,2,256,1,1.17919974204394e-10,17258,110,933,1.01217714049192,"GPR_dampening"
"934",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,97,934,1.0761594320093,"GPR_dampening"
"935",6,6,1,4,1,1024,16,1.22460968799545e-10,13283,81,935,1.0511551928136,"GPR_dampening"
"936",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,36,936,1.07835653189674,"GPR_dampening"
"937",6,6,1,4,2,1024,16,1.22014273387987e-10,18743,84,937,1.04732094092038,"GPR_dampening"
"938",6,6,1,2,2,1024,1,1.25629960742448e-10,14403,85,938,1.07835653189674,"GPR_dampening"
"939",5,5,1,2,1,128,1,1.20098079634856e-10,16307,3,939,1.03087311240991,"GPR_dampening"
"940",6,6,1,2,1,1024,16,1.19644084929894e-10,12727,93,940,1.02697620634826,"GPR_dampening"
"941",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,107,941,1.0761594320093,"GPR_dampening"
"942",6,6,1,4,1,1024,1,1.25373995702647e-10,19156,110,942,1.0761594320093,"GPR_dampening"
"943",6,6,1,2,1,1024,8,1.17642516833282e-10,19494,75,943,1.00979555916616,"GPR_dampening"
"944",6,6,1,4,2,128,1,1.1965589478547e-10,17968,49,944,1.02707757734946,"GPR_dampening"
"945",6,6,1,2,1,64,1,1.27347241011366e-10,18844,22,945,1.09309696788941,"GPR_dampening"
"946",6,6,1,2,1,256,1,1.18202032710546e-10,19283,27,946,1.01459821609115,"GPR_dampening"
