y,x,measured,cost,technique,date,mag_x,mag_y
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.48,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.481,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:44.482,1e-5,1e-5
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.103,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
10,10,false,NaN,initialization,2019-08-07T16:00:46.104,1e-4,1e-4
